drug_name,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
Carboplatin,21.16838,-18.694654,-15.991998,-0.995532,2.2277625,-18.285883,-24.404015,5.327833,-28.299603,35.181328,26.86251,-14.602877,2.4609911,-2.5563293,5.146581,12.446178,7.8230777,-24.094334,13.400757,-4.415798,-24.58387,-1.8093057,2.8027601,1.2043176,-36.30038,-3.225541,9.866686,-22.2071,26.48882,17.899551,-0.90365815,-35.947685
CAY10566,24.72065,-26.42749,-19.65096,-0.88650537,-2.5249598,-17.309717,-36.238194,7.8987994,-36.499035,31.970963,33.995842,-9.659904,3.446407,1.8491791,-0.019654118,17.848015,12.102348,-27.807062,16.337744,8.622032,-23.557547,0.6750524,15.029363,9.911227,-42.224342,-5.1876354,8.042588,-24.720175,25.16977,19.638546,2.9500656,-40.419262
CAY10603,28.168186,-32.87514,-22.39517,-0.8649452,-1.2605299,-21.346462,-40.04828,7.990555,-42.45601,38.608097,35.91039,-9.59465,2.7795835,2.65372,0.88399297,17.774841,10.507278,-29.352644,15.091011,6.2094555,-28.07585,1.6059232,18.933022,14.844093,-46.978374,-5.0648484,7.6366014,-30.778725,29.646408,22.613611,4.237645,-46.057648
CCT-018159,22.821476,-24.973618,-18.281736,-0.38091892,-2.5151238,-15.698299,-32.988834,7.608944,-33.788162,28.654766,30.855307,-8.025634,3.494519,1.5398948,-0.6040033,16.441586,10.459639,-24.679771,14.522939,8.463072,-21.249975,0.7011335,15.7261715,10.628839,-39.035812,-4.9846582,6.6920953,-23.218946,22.305613,17.76989,3.5467563,-36.17051
CCT007093,16.97427,-17.750765,-13.9939995,-1.5100558,-1.2161978,-12.006246,-24.334724,5.0853453,-26.109425,23.3361,23.858206,-8.377087,2.9295096,1.3472714,2.0428183,12.150804,8.406823,-20.404528,11.118164,5.376468,-16.711561,0.30154228,8.394068,6.148596,-29.199507,-3.739744,6.6668134,-17.12687,18.530634,14.40275,2.0113945,-28.53332
CCT241533,28.97835,-31.835546,-22.289518,-0.44090942,-2.6679497,-20.018005,-40.683716,9.209964,-41.985107,35.917995,38.217537,-9.385636,3.430823,2.510183,-0.91141635,20.008984,12.033119,-30.620832,17.125298,9.038461,-27.085552,0.8046005,19.771765,14.024272,-48.504913,-5.4943323,8.044755,-29.674006,27.894732,22.088797,4.9189887,-45.310356
CCT244747,26.004356,-29.048275,-20.908258,-0.80472296,-2.0746377,-18.689156,-37.43171,8.762722,-39.14937,34.541836,34.820396,-9.704009,2.795934,2.1050625,-0.23878567,17.968994,11.565934,-28.580946,16.00244,7.374507,-25.318472,0.85792476,17.654129,12.752939,-44.663307,-4.988712,7.7294817,-27.517885,26.038473,21.238691,4.2089167,-42.505795
CCT251545,27.43322,-29.950914,-21.636225,-0.29892737,-2.915278,-18.908531,-39.562553,8.38903,-39.812378,34.038784,36.91084,-9.293142,4.750478,1.9968028,-0.4749555,19.698904,12.138024,-29.098982,16.887163,10.399581,-25.062584,0.7840037,17.970709,12.187653,-46.133926,-6.1012244,8.184612,-27.654953,27.200027,20.551643,3.8818884,-42.93906
CD532,33.375607,-36.426273,-26.65974,-0.92296517,-3.8478293,-23.757002,-48.763515,10.977725,-49.551735,42.678665,45.510887,-11.946421,4.6049147,2.324015,-0.88252586,23.923132,15.358304,-36.41809,21.752192,11.604062,-31.953102,0.7483365,22.237354,15.32669,-57.221428,-6.727208,10.240056,-34.389317,33.017967,26.415451,4.7766147,-53.88877
Cediranib,29.551191,-32.950123,-23.258158,-0.04262418,-2.8142343,-20.706432,-42.54436,9.541716,-42.941532,37.133957,39.106384,-9.226351,3.9340024,2.3803453,-1.4122176,20.586416,12.604344,-30.847004,17.812447,9.863647,-27.437202,1.0268338,20.945745,14.349341,-50.01502,-6.0818615,8.024878,-30.500587,28.748728,22.542122,4.672658,-46.59471
Ceritinib,35.506516,-40.213642,-28.51999,-0.6979046,-1.7761747,-26.23959,-50.49486,10.403823,-52.72517,48.157207,46.477554,-12.947224,4.6930785,3.1115544,1.1051029,23.815948,14.572856,-37.975193,20.297758,9.624015,-34.552044,1.6889864,22.552088,16.480423,-59.860756,-7.2919855,10.529676,-37.593605,37.110683,28.147158,5.110917,-57.43703
Cetuximab,17.758223,-21.141144,-13.954065,0.1549174,-0.9805466,-13.145591,-24.855995,4.6965446,-25.936539,23.042223,22.03888,-4.776614,2.5030563,1.6488004,0.07036764,11.219848,5.733277,-17.041302,8.65852,4.8324084,-16.683363,1.183146,12.827981,9.8761015,-28.962946,-3.6402318,4.1605563,-19.368113,18.000732,13.148514,2.9741638,-27.506495
CGP-082996,30.325275,-34.730442,-24.447245,0.6525144,-2.657924,-21.22234,-43.136387,9.76045,-44.05599,38.050198,39.448624,-8.8806095,4.7842827,2.2781956,-1.4743973,21.28295,12.156228,-30.450048,17.252796,10.771981,-27.438229,1.6939366,22.669617,15.643372,-51.101364,-6.9333405,7.5978746,-31.909204,28.95798,22.761202,5.2685122,-46.628773
CGP-60474,22.322283,-24.66539,-18.61042,-0.6701877,-1.5980651,-15.939128,-32.18031,7.953854,-33.883385,30.413086,30.394394,-9.227795,2.4742658,1.6694082,0.05661843,16.021605,10.678365,-25.249754,14.258295,6.672402,-21.679276,0.9988892,14.766623,10.156519,-38.8935,-4.618273,6.927611,-23.496098,22.313303,18.705309,3.4983506,-36.781696
CHIR-99021,28.203102,-30.08481,-23.454617,-1.8164568,-2.565269,-20.449587,-41.897,10.049436,-43.430523,39.096104,39.845455,-13.037447,3.2832205,1.8399503,0.7110735,20.636435,14.838751,-33.755592,19.691006,8.686774,-28.270144,0.28556225,16.733046,11.323049,-49.930237,-5.658793,10.295305,-29.173454,29.372578,24.403913,3.6613367,-48.142933
CI-1033,31.044142,-34.03135,-24.532839,-1.1755232,-2.5110672,-22.103289,-44.292946,9.636804,-45.98502,40.554325,41.69725,-11.718245,3.7919636,2.6131747,0.40719843,21.460354,13.606013,-34.06371,18.872812,9.059348,-29.794647,1.0410159,19.397894,14.072554,-52.34799,-5.9068327,9.620801,-32.21608,31.433153,24.63561,4.5769534,-50.24624
CI-1040,26.192347,-27.060791,-21.458899,-2.502306,-0.9028486,-21.08002,-37.545628,8.192301,-39.82618,39.7881,36.982643,-15.234636,2.861746,0.4296305,3.3329585,17.768147,13.036712,-32.25403,18.391777,3.944736,-28.091055,-0.7618104,10.652982,7.310875,-46.468292,-4.7153955,11.225385,-28.110811,30.578964,22.705107,1.7085563,-46.704453
CMK,22.480677,-25.169022,-18.353668,-0.94816047,-1.5831555,-16.299212,-32.121826,7.5625353,-33.921257,30.538254,30.278643,-9.005203,2.3282392,1.7453256,0.31783906,15.550969,9.997578,-25.025288,13.855812,6.050585,-22.097023,0.7019726,14.744371,10.587683,-38.752636,-4.40211,6.9470005,-24.055231,22.527634,18.670063,3.6280417,-37.034126
CP-724714,30.058992,-33.83024,-24.781496,-0.7472706,-2.8762844,-21.43114,-43.49254,10.537313,-45.445095,39.668564,40.680145,-11.123609,3.6033325,2.164881,-0.5967205,21.387789,13.4762745,-32.79704,18.630983,9.392439,-28.683273,1.1882699,21.179668,15.14826,-51.892136,-6.128217,8.857901,-32.2237,29.13622,24.709557,5.200621,-48.75569
CP466722,22.2622,-23.94049,-18.343935,-0.9857869,-2.5492747,-15.092209,-32.88432,8.436316,-33.771835,28.97902,31.326113,-9.249622,2.7222993,1.4767792,-0.64730644,16.564821,11.615817,-25.800219,15.47138,7.888084,-21.147957,0.41627613,15.22078,9.930129,-39.300182,-4.72877,7.2242184,-22.806551,21.577263,18.653202,3.498426,-36.864704
CP724714,30.058994,-33.83024,-24.781496,-0.7472709,-2.8762848,-21.43114,-43.492535,10.537313,-45.445095,39.66856,40.680145,-11.12361,3.603333,2.164881,-0.59672046,21.387789,13.4762745,-32.797043,18.630983,9.39244,-28.683275,1.1882701,21.179668,15.148262,-51.892136,-6.1282177,8.857902,-32.2237,29.13622,24.709558,5.2006216,-48.755688
Crizotinib,28.088762,-30.203617,-22.37869,-0.8410055,-2.2898293,-20.251177,-40.534023,8.825513,-41.435246,37.04324,38.113895,-10.845209,3.6343064,2.2197862,0.25292423,19.900473,13.0379095,-31.327435,17.924635,8.807264,-27.236773,0.7404088,16.904718,11.524327,-47.907265,-5.535969,9.116915,-28.490011,28.802334,22.36692,3.6609685,-45.64746
CUDC-101,27.643147,-31.412745,-22.515831,-0.97807914,-1.9164033,-20.23031,-39.617336,8.929341,-41.9571,37.343464,36.621483,-10.358278,3.083688,2.2791743,0.4140284,18.65345,11.650284,-29.913576,16.28443,7.381636,-26.981499,1.232786,18.84324,14.056656,-47.114067,-5.3034463,8.116636,-29.83822,28.033577,22.613667,4.5488787,-45.229225
CX-5461,33.091503,-36.318615,-26.598959,-0.8142679,-3.4562726,-23.131931,-48.52231,10.672283,-48.996162,42.264893,45.009586,-11.790826,5.231381,2.370327,-0.5097033,23.66773,15.255221,-35.9252,21.014301,11.906768,-30.920063,0.96365404,21.987509,14.994795,-56.61696,-7.2598987,10.103454,-33.871716,33.17173,26.011948,4.572596,-53.316032
Cyclopamine,30.779282,-33.510307,-19.62889,1.9997978,-2.9219646,-19.697395,-38.972744,6.0023007,-38.739624,29.99079,36.128914,-3.29718,5.9314756,3.483854,-2.3187659,19.61536,7.3678493,-25.981812,13.313099,11.667962,-25.462158,0.6639928,21.42284,15.428891,-45.938374,-6.02123,5.845268,-28.727005,28.249813,16.660378,5.6869555,-40.146267
Cyclophosphamide,16.380232,-17.728039,-12.641443,-1.4175367,0.62133324,-12.332523,-21.023205,3.5983582,-24.326174,23.883108,21.164244,-8.079165,1.397864,2.1488984,3.482073,10.160772,6.031251,-19.049982,8.296881,1.709814,-17.089153,1.074295,6.3214827,5.744882,-26.242514,-2.7132325,6.118709,-17.256433,18.589132,13.548506,2.2688267,-27.228006
Cymarine,39.521606,-42.534622,-25.77088,0.76337296,-3.9743814,-26.025518,-50.825027,8.1835985,-51.59994,41.03874,48.169716,-7.2923326,6.6003695,4.379903,-1.5146137,25.390505,11.037393,-36.231728,19.077303,13.5901785,-34.678143,0.45557842,25.321877,18.865416,-60.12941,-7.0693264,9.040425,-37.70479,37.27913,23.593327,6.7358313,-54.730854
Cytarabine,16.46354,-16.877548,-11.714889,-0.46927947,-1.5251193,-10.909856,-21.566124,4.74891,-23.084463,19.149014,21.53068,-5.4185524,1.6564832,1.7372727,-0.08522226,11.359828,6.5678244,-17.86225,9.816883,4.9444203,-15.705063,0.21373723,9.702465,6.851287,-26.772575,-2.6891227,4.7676167,-15.7288,15.597928,12.048755,2.832627,-24.979671
CZC24832,22.469135,-24.555208,-18.286469,-1.4388648,-1.8290178,-16.663454,-33.30355,7.330978,-34.52944,31.266823,30.906704,-9.769581,2.3508496,1.6174742,0.7377528,15.620541,11.021322,-26.08987,14.933325,6.1637673,-22.831823,0.46351382,13.526503,9.642141,-39.01533,-4.1700597,7.7087393,-23.518555,24.067545,18.949247,2.7579072,-38.38744
Dabrafenib,31.425545,-33.766792,-25.91573,-2.4401875,-2.7707062,-23.247585,-47.1888,10.406083,-48.715202,44.21451,44.206135,-14.576437,3.5506017,2.1831615,1.5269397,22.414532,16.406124,-37.648724,21.834257,9.151278,-32.219303,0.5462445,17.866241,12.420459,-55.191654,-6.1469765,11.501254,-32.510193,33.97466,27.265041,3.3491733,-54.600082
Dacinostat,24.704426,-28.279161,-20.075537,-0.25963897,-1.8035955,-17.94162,-34.5873,8.220929,-36.764885,32.48289,32.352646,-8.310157,2.6860309,1.9966805,-0.45554847,17.097776,9.773123,-25.857466,13.887051,6.866363,-23.604094,1.1738316,17.6195,13.139704,-41.894165,-4.803251,6.722918,-26.858686,23.541185,19.896233,4.6482487,-39.034267
Dactinomycin,82.815575,-91.00124,-59.710705,-1.8569639,-7.2522206,-57.79022,-114.28526,18.641958,-118.06053,99.25596,105.62395,-23.744858,14.086885,8.088825,2.6315544,53.259216,29.031849,-83.76725,45.134163,26.47445,-78.4016,2.669584,50.29759,38.138874,-132.45262,-16.291761,22.96611,-82.605705,86.8116,57.87079,10.961153,-127.55932
Dactolisib,29.822369,-33.081276,-24.713114,-0.72023153,-4.205156,-20.829025,-45.039196,11.181447,-45.048187,38.159134,41.579163,-10.824883,4.3563333,1.4009217,-2.0345333,22.257116,14.859374,-32.879204,20.469976,11.7430105,-27.954397,0.18883215,22.09357,14.599567,-52.726288,-6.587009,9.07721,-31.245264,28.576292,24.179272,4.717455,-48.617126
Danusertib,31.592617,-34.90563,-24.565754,-0.31244713,-3.23377,-21.858625,-44.37418,9.700973,-45.733906,38.528183,41.671684,-9.919145,4.931858,2.457168,-0.81761634,22.193583,12.760244,-32.66957,18.51561,11.067835,-29.00881,0.95909417,21.561544,15.464701,-52.68177,-6.5630603,8.840809,-32.487442,30.349041,23.696209,5.2202783,-48.70022
Daporinad,25.853508,-29.980225,-20.61527,0.2702617,-1.6277143,-18.672556,-36.252056,7.379595,-37.70822,33.303116,32.850883,-7.553315,3.951619,2.296253,-0.114543885,17.183155,9.311551,-25.570324,13.566349,7.8954144,-23.995255,1.7328165,18.32816,13.497174,-42.71475,-5.651807,6.475539,-27.601723,25.805466,19.417105,4.207501,-40.021294
Daraprim,15.123931,-16.65259,-12.697764,-0.58292824,-1.0545549,-11.045006,-22.020554,5.1863065,-23.159712,21.071383,20.712763,-6.5227146,1.8079535,1.0248772,0.4565424,10.784541,7.3403234,-17.373676,9.8541975,4.526046,-15.020446,0.6416067,9.52763,6.473975,-26.462936,-3.196408,4.9593067,-15.884298,15.662296,12.787591,2.164841,-25.240677
Dasatinib,30.744081,-33.627388,-24.74733,-1.2757272,-2.1330454,-22.180765,-44.070084,9.424429,-45.89955,41.20592,41.508537,-12.295963,4.097427,2.5925572,1.1714535,21.455196,13.85384,-34.28568,18.765903,9.0517235,-29.806631,1.123818,18.328674,13.213147,-52.160492,-6.248445,10.005413,-31.801754,31.785011,24.96709,4.1479278,-50.256714
DBeQ,22.114244,-25.115377,-18.874775,-0.04814227,-2.3567724,-15.316125,-32.138332,8.29395,-33.28679,28.676558,30.135828,-7.906767,3.4155502,1.2180251,-1.0462409,16.598497,10.248239,-23.73964,13.994634,8.47548,-20.320866,1.074906,16.727627,11.14513,-38.843132,-5.4985504,6.2479916,-23.670815,20.4927,18.177189,3.928396,-35.269444
Deltarasin,40.196457,-45.1629,-32.8852,0.6453702,-4.6738086,-27.561754,-58.218983,14.259992,-58.56597,49.572517,53.92702,-12.285579,6.5902667,2.417336,-3.1663678,29.743704,17.769348,-41.45166,24.983332,16.180721,-36.089897,1.3527913,30.755737,20.164185,-69.360016,-9.585609,10.680895,-41.80258,37.02483,30.79427,6.9807286,-62.145744
Dinaciclib,26.38644,-29.94394,-20.752342,0.47586462,-1.9916263,-18.63995,-37.09398,8.005523,-38.012264,33.099815,33.84184,-7.5412893,3.802953,2.2098296,-0.93707687,18.067013,10.215517,-26.50003,14.657359,8.603287,-24.216793,1.4121922,19.00864,13.2623415,-43.979607,-5.670583,6.53462,-27.358746,25.753706,19.548868,4.3416977,-40.548237
DMOG,10.738549,-11.792657,-8.39387,-1.3225844,-0.1131132,-8.220262,-14.433197,2.7424166,-16.6978,15.594209,14.235463,-5.112067,0.5873968,1.2911444,1.8629814,6.580137,4.060107,-12.684269,5.7494783,0.9330425,-11.513414,0.42236143,5.04943,4.920174,-17.690617,-1.3352542,3.9592793,-11.796598,11.868117,9.5311985,1.71302,-18.361832
Docetaxel,53.61868,-59.01713,-38.578953,-1.5396278,-5.4741025,-37.5897,-72.9941,13.746848,-76.16897,63.413235,68.69756,-15.17961,7.301957,4.8895993,-0.114219315,34.998154,18.47344,-54.33727,29.514914,16.104267,-50.896915,0.4810906,34.28564,26.468904,-86.56627,-9.342194,14.647794,-54.733467,52.762924,38.461227,8.765623,-81.8669
Doramapimod,34.640736,-39.794506,-27.690928,0.18740584,-3.0853112,-24.599453,-49.435123,10.814431,-50.599316,43.84503,45.027122,-10.372486,5.0101786,2.6779797,-1.2135481,23.798231,13.627356,-34.95362,19.6,11.538365,-31.910957,1.7226516,25.341887,17.980307,-58.120514,-7.4958396,8.843595,-36.74989,33.51748,26.256344,5.79698,-53.988056
Doxorubicin,36.217037,-38.464146,-26.07086,-1.4427702,-4.191212,-24.519478,-49.598465,10.161703,-51.456955,42.19578,47.82394,-11.439586,4.7130103,3.1872325,-0.44345868,24.681038,14.201786,-38.31262,21.687714,11.707178,-34.159554,-0.017621003,22.592705,16.60977,-59.215805,-6.216676,10.596416,-35.930443,35.02469,26.272871,5.8423033,-55.72508
E7449,20.968496,-22.589851,-16.45089,-0.5629776,-3.0617008,-13.997417,-30.69965,6.9575253,-30.719633,25.05156,28.915022,-7.1583633,3.699501,1.2013384,-0.9874054,15.536722,9.875429,-22.681381,14.0005245,8.85908,-19.166842,0.11242718,14.439749,9.570559,-35.91799,-4.709038,6.3589907,-20.98111,20.132113,15.900721,3.0594268,-33.072674
EAI045,23.791185,-25.228539,-19.485712,-1.9345834,-2.785275,-16.912693,-35.08868,8.001424,-36.623203,31.707699,33.782406,-10.834472,3.4394414,1.4481893,0.9646516,17.421465,12.113035,-28.140184,16.599903,8.092332,-23.506401,0.08135165,13.860302,9.86187,-41.55475,-4.7773027,8.73438,-24.481874,24.579426,20.115349,3.0907774,-40.04475
eCF309,24.653967,-27.606232,-19.77656,-0.5638107,-2.2391694,-17.496346,-35.738857,8.550059,-36.870914,32.198036,33.085285,-8.825532,2.594144,1.7860551,-0.9515824,17.212187,11.166096,-26.802553,15.483491,7.4486656,-23.688543,0.8930933,17.563047,12.275825,-42.462006,-4.7308874,6.9586325,-26.039669,24.28209,19.713842,4.077472,-40.064907
"eEF2K_Inhibitor,_A-484954",18.327404,-20.309742,-14.391391,-0.7270063,-1.9133422,-13.176217,-26.859089,5.5678744,-27.264303,23.669552,24.703163,-6.4916315,2.589536,1.3854996,-0.019178353,12.531143,8.064411,-19.860706,11.491712,5.89647,-17.69077,0.3303236,12.00488,8.5748,-31.135479,-3.6509929,5.5996194,-19.021914,18.768791,14.411987,2.515928,-29.82064
EGF816,31.78802,-35.630047,-24.959337,-0.5665632,-2.32749,-22.927204,-45.08899,9.280546,-46.67567,41.166286,41.62742,-10.661974,4.467629,2.658486,0.21308589,21.454107,12.763398,-33.381386,18.300102,9.470455,-30.302017,1.2626286,20.791334,15.193761,-53.196636,-6.378376,9.130556,-33.23342,32.45045,24.430363,4.7276235,-50.5387
EHT-1864,37.267815,-40.469685,-29.230585,-1.5873665,-1.0438602,-27.368465,-50.4126,10.946539,-54.335632,51.344433,48.738037,-16.084137,3.2137868,2.7416775,2.4782658,24.718641,15.29905,-41.44219,21.858183,6.9693813,-37.28257,1.4232225,20.308096,14.610688,-62.0229,-6.59328,11.913832,-38.768215,38.698742,29.93192,4.7767572,-60.858078
EI1,24.689024,-28.458181,-19.90457,-0.34267646,-1.9405409,-18.305586,-35.832478,7.760054,-37.094585,32.881054,32.27991,-8.185627,3.1127145,1.7573948,-0.37010008,16.58816,10.092535,-25.799374,14.471007,7.2689776,-24.083963,1.0542982,17.772003,12.868891,-42.112705,-5.042426,6.775651,-26.63767,25.086561,19.537464,3.902674,-39.973057
Elesclomol,24.006586,-26.593987,-20.158257,-2.03395,-1.3094316,-18.278057,-34.241417,7.5048923,-37.58439,34.692867,32.953766,-11.521694,2.8702426,1.6990693,2.556252,16.583841,10.792244,-28.21143,14.829069,5.387779,-24.746752,0.54586864,13.2157135,10.625708,-41.556065,-4.54051,8.999786,-26.315283,25.788483,21.227665,3.538692,-40.897514
Embelin,19.060677,-23.095436,-14.111065,-0.08999203,-0.054323822,-14.477193,-26.147017,3.3636708,-27.726997,25.192636,22.155075,-4.8505464,2.7498858,2.0293787,1.3702939,10.45119,4.9560947,-17.419647,8.292392,4.1738486,-18.911413,1.84026,13.062007,10.37589,-29.837376,-3.7891157,3.9849327,-20.548,21.81348,12.880727,2.291055,-29.980993
Entinostat,23.795385,-26.559261,-20.042053,-0.9708559,-2.355009,-17.107576,-34.396763,8.32785,-36.53988,31.896605,32.693237,-9.580276,3.231937,1.526826,0.2635241,17.297926,10.926507,-26.583635,15.096524,7.7037926,-23.0055,0.90421706,16.003572,11.624361,-41.390274,-5.0419035,7.586687,-25.61197,23.303242,20.127312,4.0014014,-38.929752
Entospletinib,27.296589,-29.352463,-21.930779,-0.22608536,-3.5683439,-18.093784,-39.782867,9.799356,-40.028637,33.146927,37.5515,-9.510377,4.41065,1.6936544,-1.7461364,20.536823,13.281355,-29.65094,18.097292,11.273775,-24.51247,0.6069433,19.402927,12.5586195,-47.01995,-6.148102,8.083776,-27.318497,25.663403,21.009972,4.4019303,-42.826862
Entrectinib,37.328728,-41.19472,-28.921814,0.012328243,-3.871828,-25.694736,-53.009674,11.448138,-53.44246,45.283943,49.214035,-11.280144,5.767135,2.9644861,-1.5743973,26.271822,15.434452,-38.278717,22.023975,13.434703,-33.795116,1.3043115,25.71921,17.810848,-62.102093,-7.850702,10.162245,-37.94603,35.87421,27.496939,5.8272943,-57.464176
Enzastaurin,34.193775,-37.902138,-27.012194,-0.41688484,-4.554244,-23.192507,-49.633877,10.762435,-49.763535,41.19234,46.21759,-10.860405,6.366783,2.093624,-1.3609574,24.744802,14.858437,-35.61787,21.4992,14.097743,-30.932308,0.60117453,24.156755,16.321312,-57.96344,-7.94036,9.727545,-34.947124,32.94092,25.348198,5.247485,-53.190536
Epirubicin,36.217037,-38.46415,-26.070858,-1.4427702,-4.191212,-24.519476,-49.598465,10.161703,-51.456955,42.19578,47.823936,-11.439586,4.7130103,3.1872323,-0.44345862,24.681038,14.201786,-38.31262,21.687714,11.707178,-34.159557,-0.017621003,22.592705,16.60977,-59.21581,-6.2166758,10.596416,-35.930443,35.02469,26.272871,5.8423033,-55.72508
Epothilone B,34.490982,-37.615234,-24.420652,0.4055065,-2.269166,-24.00374,-45.54979,7.768945,-47.314175,40.440006,42.634357,-8.528878,5.1514783,3.892896,0.30430287,22.202635,10.928442,-33.607674,17.175713,10.370749,-31.906328,1.2892926,21.022083,15.7006035,-54.13079,-6.431726,8.765497,-33.803417,34.488983,23.239136,5.3760295,-50.582474
Epothilone_B,34.490982,-37.615234,-24.420652,0.40550616,-2.269166,-24.003738,-45.549793,7.7689457,-47.314175,40.440006,42.634365,-8.528879,5.1514783,3.8928955,0.30430296,22.202635,10.928443,-33.60767,17.17571,10.3707485,-31.906326,1.2892927,21.022083,15.7006035,-54.13079,-6.4317255,8.765497,-33.80342,34.488983,23.239136,5.37603,-50.582474
EPZ-6438,38.622177,-44.179337,-29.906393,0.88178873,-3.070153,-27.039318,-53.54344,11.116941,-54.811935,47.273422,49.029495,-10.246762,5.826751,3.375202,-1.4194152,26.18627,13.90545,-37.622856,20.30146,12.771881,-34.739647,2.2650275,27.72068,19.833393,-63.152588,-8.323647,9.236791,-40.289764,36.88139,27.84074,6.6595044,-58.175262
EPZ004777,35.609936,-40.65226,-27.015724,0.2129845,-2.4759908,-25.540264,-48.977955,10.186881,-51.263527,44.434017,44.678684,-9.735601,4.0817637,3.2993457,-1.022192,23.137665,12.47069,-35.28001,18.924623,10.036195,-33.79978,1.6133839,25.582659,18.809906,-58.48037,-6.6167173,8.424046,-37.302135,34.932804,26.046799,6.208693,-54.707066
EPZ011989,40.751167,-47.595795,-31.146029,0.9774056,-2.2192307,-29.330843,-55.77837,10.894958,-57.763184,50.91495,50.314907,-10.152093,5.634651,4.133176,-0.87340033,26.18117,13.038258,-38.66416,19.610502,11.375935,-37.289383,2.6830742,29.122482,22.002447,-65.72321,-8.275618,9.230602,-43.407913,39.855568,29.27708,7.0955296,-61.389908
EPZ015666,25.845053,-28.773535,-19.92124,0.03736926,-2.4387772,-17.984713,-35.87363,7.755847,-36.982376,31.47054,33.619663,-7.6635423,3.625655,2.1885738,-0.8681767,17.956516,9.953415,-26.184925,14.476397,8.524876,-23.592161,1.1053381,17.724413,12.860156,-42.512264,-5.1207585,6.8452067,-26.741268,24.538748,19.028482,4.439156,-39.4057
EPZ020411,30.52789,-35.622543,-23.134499,1.391694,-1.5208862,-21.562447,-41.38679,8.32255,-42.496838,37.291103,37.19188,-6.8391557,4.1053653,3.0934267,-1.5125928,19.76922,9.644406,-28.222933,14.475439,8.912026,-27.33041,2.3184032,22.637552,16.513199,-49.001125,-6.257757,6.2161236,-32.07734,29.332695,21.078892,5.4432936,-45.057182
EPZ5676,37.93852,-42.681927,-28.045092,0.77582383,-3.451548,-26.48832,-52.598343,10.911043,-53.212013,45.11175,47.70448,-9.153715,4.938317,3.3923242,-2.5034738,25.080454,13.545022,-36.82304,20.744421,12.428015,-34.95444,1.1681446,27.889412,19.502369,-62.073742,-7.4151783,8.716015,-38.59937,36.373863,26.46196,6.4039187,-56.99432
Erlotinib,25.386349,-28.560724,-20.662945,-0.8559563,-1.8037231,-18.046833,-35.85811,8.784553,-38.31388,33.799404,33.93794,-9.755334,2.589025,2.1328094,-0.07988095,17.58138,10.991696,-27.801464,15.191619,6.789681,-24.440126,1.0806427,17.539259,12.965192,-43.50341,-4.8237925,7.398315,-27.35378,24.817371,20.878304,4.5946116,-41.23415
Etoposide,40.85126,-41.7397,-28.068602,-1.3736105,-5.003303,-26.2837,-53.928177,10.7589035,-56.55568,44.638027,53.52332,-12.267969,5.892475,3.8966112,-0.36886746,28.020355,15.632127,-43.175266,24.501184,14.440961,-37.97783,-0.45135424,24.37548,17.279493,-65.67647,-7.0303574,11.772648,-38.299145,39.0175,27.93449,6.808624,-60.651825
ETP-45835,20.111408,-21.423832,-15.902615,0.15834665,0.051749073,-14.510712,-25.943846,6.065005,-28.002607,27.403128,25.686216,-8.464752,2.2392137,1.1128719,1.0161976,13.732737,7.8591504,-21.660658,11.449233,3.8858528,-19.379425,0.72239614,10.892582,6.8349247,-33.353485,-4.07512,6.250785,-20.297476,20.21933,15.374744,2.6384225,-31.271206
Everolimus,67.87779,-73.92334,-45.943253,1.8120308,-3.9066973,-45.664867,-86.36755,13.984019,-90.41998,75.439995,81.50547,-14.065659,10.269221,8.57916,-0.064335786,42.77228,18.8288,-63.377926,30.915232,20.137321,-60.9972,3.1908107,41.979095,31.85319,-103.47648,-12.383672,15.534435,-65.50894,66.26373,42.956894,11.435432,-95.84179
Fedratinib,33.81813,-38.671448,-27.367773,-0.30051002,-2.173221,-25.019983,-48.347942,10.11215,-50.23922,45.2601,44.078323,-11.479972,4.550399,2.745571,0.28671822,22.885914,13.562482,-35.317745,19.221066,9.724709,-32.537254,1.8073573,22.660732,16.569855,-56.91366,-6.960882,9.58216,-36.1581,34.713966,26.513414,5.115903,-54.23236
Fenretinide,25.34826,-29.812029,-19.903202,0.043838613,-1.3656614,-18.608183,-35.30128,6.6712947,-37.10155,32.886433,31.823812,-7.0705676,3.818773,2.518453,0.46797997,16.02947,8.135558,-24.728983,12.264619,6.589234,-23.641388,1.562209,17.629095,14.003054,-41.26949,-5.0988636,6.4342804,-27.6849,25.826122,18.995937,4.460605,-39.256798
FH535,20.644072,-21.410032,-17.49211,-2.7932818,-1.1891135,-16.303757,-30.849821,6.61498,-33.115726,31.795046,29.987091,-12.204729,1.9785625,1.3286743,3.154288,14.820875,11.49012,-27.081062,15.066629,4.3527846,-22.73133,-0.19574589,8.486507,6.486039,-36.83792,-3.5390992,9.385104,-21.700893,24.197845,19.294083,1.7564794,-37.776382
