drug_name,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
5-azacytidine,0.76692134,-0.13833944,-0.7480378,-0.8129498,-0.09797218,0.46491295,-0.35194534,2.5749269,-0.07004452,1.3487455,-0.12610653,-0.372908,-1.2535101,0.63558555,0.15751964,1.1931027,0.82697666,2.151976,1.0331829,0.05939185,-0.29611114,-0.649146,-0.28472593,0.8875108,-0.5022667,0.76102847,0.35027733,0.39931923,-0.43048093,0.78353435,-0.08872062,0.056351054
5-Fluorouracil,0.709479,-0.13495404,-0.77080005,-0.8363245,-0.10819386,0.38837463,-0.37759915,2.6387506,-0.14923747,1.2500113,-0.12302789,-0.38645697,-1.3231798,0.51854205,0.12891705,1.2139015,0.79089254,1.8375933,1.0424389,0.050553072,-0.36249197,-0.6950027,-0.48516113,0.90781474,-0.7710284,0.6106317,0.36788478,0.40297368,-0.4442641,0.68384725,-0.124447435,0.056037445
A-1155463,0.9593357,-0.10855581,-0.71076214,-0.83813345,-0.08026049,0.40843686,-0.36760035,2.796648,-0.03675825,1.5834342,-0.1038118,-0.31141636,-1.2187054,0.660252,0.19664784,1.275675,0.8034481,2.2735133,1.0926591,0.06366268,-0.2799008,-0.61182266,-0.20256752,1.0267001,-0.34780875,0.9057749,0.41020373,0.43268335,-0.43534616,0.7535321,-0.08000286,0.079130605
A-1210477,0.97244734,-0.15727948,-0.70975,-0.83119875,-0.07850987,0.5430007,-0.37367058,3.4388206,-0.037233867,1.780168,-0.11113392,-0.343749,-1.2224889,0.7042489,0.26629826,1.516608,0.9577242,2.5168097,1.3895929,0.07374688,-0.28147614,-0.5823239,-0.30845183,1.0841138,-0.47386995,0.9566433,0.37628433,0.5239945,-0.4577915,0.8075742,-0.097564384,0.050096624
A-196,0.8821746,-0.118862234,-0.8028023,-0.86199653,-0.0966603,0.46179655,-0.33015263,3.290809,-0.0473511,1.5948267,-0.12619106,-0.42841354,-1.3944823,0.63461053,0.20895474,1.4931769,0.89723575,2.1076033,1.3286855,0.03673514,-0.40094447,-0.73197055,-0.26219288,1.1436508,-0.51915884,0.9084218,0.4289556,0.5365744,-0.47471604,0.81212515,-0.11344716,0.08312998
A-366,0.9185804,-0.17004329,-0.73033756,-0.8448414,-0.09150861,0.33014143,-0.37679633,2.3309307,-0.016409947,1.4934169,-0.1692377,-0.40505394,-1.210651,0.67016906,0.15327486,1.2070266,0.7595714,2.2282617,0.9063977,-0.02591799,-0.2925744,-0.6469986,-0.27290618,0.91542417,-0.47183326,0.96698344,0.30741677,0.3314644,-0.49162978,0.84928334,-0.17922698,0.06518798
A-443654,0.8483684,-0.15075307,-0.7390349,-0.83556837,-0.10644373,0.2950133,-0.40082648,2.2967377,-0.07810236,1.4094354,-0.19184403,-0.4020738,-1.2409362,0.62538856,0.10738552,1.0912583,0.6829488,2.1525407,0.863875,-0.051287062,-0.28332633,-0.5930878,-0.2602631,0.8651276,-0.3809062,0.8296206,0.31736344,0.30792356,-0.48700017,0.7287634,-0.25116947,0.05288007
A-770041,0.8861471,-0.14882018,-0.7140084,-0.8156939,-0.075482465,0.34615496,-0.31990677,2.4046998,-0.018472308,1.4308444,-0.10342281,-0.31243306,-1.2237093,0.6589381,0.19095762,1.1520189,0.7528864,2.183622,0.92031574,0.058793556,-0.26753393,-0.5786923,-0.31316093,0.86600065,-0.47072524,0.95877475,0.32947576,0.34949255,-0.43588474,0.84029055,-0.081005,0.03272638
A-83-01,0.87094766,-0.10003565,-0.7486228,-0.86749256,-0.06365885,0.4229376,-0.34678826,2.9837985,-0.0823873,1.4057161,-0.08411517,-0.3829193,-1.2804008,0.57304764,0.2701481,1.2833529,0.80681175,1.9017359,1.1961545,0.049016315,-0.3274629,-0.5976866,-0.31312963,1.0096017,-0.5314613,0.8275884,0.39755076,0.46037927,-0.4356805,0.74887633,-0.045615748,0.04734149
Abemaciclib,0.94910055,-0.15482992,-0.72038895,-0.8019458,-0.07763107,0.35623595,-0.3259469,2.5523825,-0.027093632,1.5291246,-0.14723971,-0.36723268,-1.2397113,0.6744006,0.17244248,1.1807773,0.7801472,2.2606874,0.96354854,0.03819269,-0.31753212,-0.5566496,-0.1556663,0.8753371,-0.3486739,0.97311294,0.3351341,0.3862919,-0.46053618,0.8195375,-0.14030963,0.09569305
ABT737,0.99703354,-0.12472088,-0.7481925,-0.877526,-0.08052823,0.53287727,-0.40233907,3.516099,-0.030543879,1.6367571,-0.0888903,-0.32415694,-1.2767925,0.67017287,0.32324758,1.4839455,0.9565044,2.3420606,1.4199554,0.113518484,-0.28640887,-0.6175463,-0.19350447,1.1329439,-0.33733514,0.9517696,0.46508542,0.5532333,-0.44830012,0.80228436,-0.017306212,0.08376259
AC220,1.0362569,-0.1013877,-0.73775905,-0.854984,-0.08726752,0.37522694,-0.36198154,2.7781026,-0.03723385,1.6591185,-0.10656816,-0.3185804,-1.2310194,0.6914274,0.21362488,1.2579242,0.82339555,2.4297752,1.0539554,0.04698787,-0.26012307,-0.56415325,-0.22763403,1.0391624,-0.3458583,1.0117432,0.4098565,0.42208898,-0.4551598,0.8316579,-0.11149095,0.08389579
ACY-1215,0.82476425,-0.15618624,-0.7288002,-0.85758734,-0.099983364,0.37038884,-0.3918515,2.3959603,-0.09533455,1.3824668,-0.11313606,-0.33064258,-1.241975,0.5786897,0.16167353,1.0827589,0.7277294,2.0443854,0.93626076,0.03563524,-0.25830162,-0.6461555,-0.23894338,0.8536633,-0.36221978,0.80971664,0.32946178,0.341387,-0.45805222,0.6873727,-0.1291898,0.078438506
ACY-738,0.869736,-0.16240712,-0.7476847,-0.873266,-0.104734235,0.38718227,-0.41975614,2.505751,-0.01364302,1.3876848,-0.11166388,-0.34139782,-1.2765396,0.640316,0.15229243,1.1905283,0.72546107,2.1638517,0.9783044,0.044904266,-0.27988932,-0.6641214,-0.36412662,0.8960654,-0.5598111,0.90008307,0.3172354,0.36776492,-0.46312955,0.84248775,-0.123052806,0.047341492
Afatinib,0.9828808,-0.12428393,-0.730199,-0.838681,-0.085667536,0.4456792,-0.36694783,3.113122,-0.042615935,1.6240361,-0.10765641,-0.31787014,-1.2326066,0.6677931,0.17215605,1.4293749,0.845317,2.3128822,1.2515725,0.038954426,-0.25084624,-0.6150995,-0.1977194,1.0755475,-0.34171093,0.93617976,0.4023782,0.4989099,-0.46333566,0.78077537,-0.12811644,0.07992365
Afuresertib,0.8210588,-0.086904205,-0.7520851,-0.8703928,-0.0838267,0.46912745,-0.4001992,3.520501,-0.07123558,1.6255355,-0.09978175,-0.32697803,-1.2780532,0.5858459,0.29052293,1.5555265,0.9653504,2.085752,1.4231791,0.062653445,-0.28670174,-0.6136031,-0.2149479,1.2395886,-0.3566068,0.77288604,0.465013,0.57971203,-0.45021787,0.73104966,-0.058849834,0.056742195
AGI-5198,0.87659043,-0.16322894,-0.7118611,-0.8477074,-0.09471837,0.35782388,-0.39727414,2.4857361,-0.049682617,1.4109743,-0.10819909,-0.31138027,-1.2018317,0.6361743,0.1995707,1.1971859,0.690056,2.1318367,0.9548833,0.047671113,-0.25263038,-0.5674472,-0.24602424,0.87422824,-0.49257326,0.89923483,0.3186763,0.3571705,-0.46992567,0.80780673,-0.111698076,0.10402585
AGI-6780,0.8837959,-0.107680626,-0.7377592,-0.8755242,-0.093330614,0.58177024,-0.4232986,3.487418,-0.046363305,1.6864731,-0.098464824,-0.3185804,-1.2523588,0.6593331,0.27289468,1.5148025,1.0029202,2.3520167,1.4071757,0.14633274,-0.26012307,-0.65169734,-0.3158635,1.1228424,-0.5568071,0.9060185,0.44510365,0.54340863,-0.4551598,0.82279724,-0.0742615,0.048119996
AICA Ribonucleotide,0.93058753,-0.16328248,-0.7183923,-0.8087266,-0.108697444,0.6828251,-0.41869792,3.70362,-0.068086766,1.9417244,-0.12738077,-0.3568627,-1.2355889,0.7456263,0.2019315,1.6858946,0.98160136,2.6815004,1.5721704,0.08011161,-0.27661356,-0.602313,-0.350605,1.1227021,-0.55685115,0.7459822,0.4228317,0.62023443,-0.45847446,0.8726053,-0.14917727,0.05906655
AICA_Ribonucleotide,0.93058753,-0.16328248,-0.7183923,-0.8087266,-0.108697444,0.6828251,-0.41869792,3.70362,-0.068086766,1.9417244,-0.12738077,-0.3568627,-1.2355889,0.7456263,0.2019315,1.6858946,0.98160136,2.6815004,1.5721704,0.08011161,-0.27661356,-0.602313,-0.350605,1.1227021,-0.5568512,0.7459821,0.4228317,0.62023443,-0.45847446,0.8726053,-0.14917727,0.05906655
AKT inhibitor VIII,0.87617874,-0.13700607,-0.7523682,-0.81639344,-0.07581623,0.3360381,-0.30582863,2.499448,-0.023064304,1.4160855,-0.12343229,-0.37242374,-1.2925199,0.6487371,0.17066742,1.1415803,0.76723236,2.146903,0.96650106,0.05019402,-0.36611617,-0.67838454,-0.31982243,0.8820867,-0.56283045,0.92871994,0.35211694,0.371672,-0.4326422,0.8127043,-0.110283695,0.04734149
AKT_inhibitor_VIII,0.87617874,-0.13700607,-0.7523682,-0.81639344,-0.07581623,0.3360381,-0.30582863,2.499448,-0.023064312,1.4160855,-0.12343229,-0.37242374,-1.2925199,0.6487371,0.17066742,1.1415803,0.76723236,2.146903,0.96650106,0.05019402,-0.36611617,-0.67838454,-0.31982243,0.8820867,-0.56283045,0.92871994,0.35211694,0.371672,-0.4326422,0.8127044,-0.110283695,0.04734149
Alectinib,0.9080109,-0.07822325,-0.68874115,-0.7795545,-0.04435774,0.32441974,-0.32412696,2.3751442,-0.022185069,1.4567511,-0.06997316,-0.26587942,-1.145039,0.6680924,0.2026438,1.1759725,0.7926416,2.211827,0.8936732,0.0827241,-0.2893881,-0.55045396,-0.18200265,0.896719,-0.3673385,0.9574947,0.32572144,0.36954805,-0.3452462,0.8349037,-0.029922701,0.09360552
Alisertib,0.81948614,-0.12351452,-0.7741188,-0.8492334,-0.08909741,0.40864438,-0.34156317,3.0019193,-0.07618105,1.5640421,-0.11230671,-0.35204384,-1.3285353,0.5672591,0.16472776,1.4176947,0.7940162,2.0229595,1.2057811,0.055173784,-0.28385615,-0.6527176,-0.3226674,1.0816486,-0.50812685,0.6995296,0.38787022,0.46733224,-0.4620705,0.73690647,-0.1130212,0.03974006
Alpelisib,0.89149475,-0.11265788,-0.71835995,-0.86560917,-0.093519956,0.5709197,-0.39936298,3.1848116,-0.041996498,1.4983275,-0.10328333,-0.32647473,-1.1858624,0.66172206,0.21775982,1.3420867,0.9806551,2.411958,1.2158405,0.12205944,-0.2698878,-0.58678865,-0.2777002,1.0089124,-0.40798584,0.8697681,0.40675488,0.48370084,-0.45959014,0.80936545,-0.09736332,0.057894375
AMG-319,0.7796309,-0.147634,-0.7275543,-0.8152191,-0.07902201,0.3504135,-0.30818182,2.4950933,-0.07925915,1.2794752,-0.15317363,-0.36011145,-1.1560119,0.55973816,0.16607636,1.1942288,0.7399363,1.9218175,0.9534161,-0.006517743,-0.286561,-0.5763864,-0.28433305,0.8852789,-0.37868023,0.7445013,0.3322599,0.36113068,-0.46284515,0.7077333,-0.12614664,0.038818862
AMG900,0.92220753,-0.113338076,-0.7735146,-0.8492108,-0.09643701,0.30212364,-0.33947676,2.6994748,-0.096552536,1.4868987,-0.17760187,-0.41688523,-1.3337861,0.58645636,0.18199329,1.271131,0.77102256,1.9976503,1.0363266,0.02994934,-0.33110386,-0.60412544,-0.32923198,1.0308115,-0.55192554,0.846585,0.3910045,0.39888376,-0.4741881,0.7625669,-0.10775019,0.06213815
Amuvatinib,0.8340886,-0.13747449,-0.7729658,-0.8361837,-0.07691761,0.43753937,-0.31275344,2.8942945,-0.045059446,1.5395349,-0.09672575,-0.4038746,-1.3685187,0.6160103,0.23159891,1.2911519,0.7747582,2.1072838,1.1684576,0.02491605,-0.3634872,-0.70078295,-0.37618175,0.96136105,-0.60547596,0.83600867,0.34613594,0.41674787,-0.45833787,0.76518005,-0.10744961,0.033847023
Anastrozole,0.8829213,-0.11709132,-0.690554,-0.8224827,-0.052901175,0.29670975,-0.38610896,2.3506076,-0.06800644,1.4717999,-0.07718031,-0.26036665,-1.158512,0.6229152,0.20395248,1.1383764,0.6168077,2.1926668,0.8802572,0.030640366,-0.25898063,-0.55529,-0.2750369,0.859773,-0.382149,0.85018253,0.3011264,0.31206575,-0.38941896,0.75416785,-0.06386996,0.033374075
Apitolisib,0.8738202,-0.13047525,-0.7273645,-0.844984,-0.08038677,0.37890655,-0.3155474,2.6911685,-0.032311104,1.4486963,-0.11758586,-0.34709468,-1.2291223,0.6457451,0.20589872,1.2336637,0.8076347,2.2066133,1.0172311,0.049295012,-0.27211386,-0.5862733,-0.27414098,1.0035506,-0.40957668,0.91413087,0.3941986,0.4054808,-0.4634155,0.8046853,-0.103483275,0.06524411
AR-42,0.9166634,-0.162956,-0.71089697,-0.8569439,-0.08523228,0.3823207,-0.37745446,2.480058,-0.09008758,1.4876176,-0.09962666,-0.29991007,-1.1842349,0.6139761,0.18335241,1.1054989,0.6872137,2.1957953,0.96918035,0.06410183,-0.25615716,-0.5490449,-0.19861794,0.819463,-0.30317003,0.8876501,0.31471807,0.35935143,-0.46060586,0.74569625,-0.08841334,0.08613095
Ara-G,0.76282734,-0.13626334,-0.7471355,-0.8097088,-0.09490467,0.464913,-0.34863666,2.5359068,-0.070044525,1.3487456,-0.1252969,-0.3699156,-1.2535101,0.63558555,0.18017791,1.1931027,0.82610047,2.151976,1.0331829,0.0563523,-0.2961111,-0.6415291,-0.2847259,0.88652277,-0.5022667,0.76102847,0.35868633,0.3801497,-0.42797145,0.78353435,-0.1029911,0.05635105
ARRY-520,0.8965484,-0.16241881,-0.71765786,-0.8583837,-0.0840971,0.4109254,-0.36043242,2.8164709,-0.09515145,1.4627272,-0.094698705,-0.30462313,-1.2111299,0.61361957,0.22356075,1.3282661,0.8829854,2.1567025,1.0964572,0.11142753,-0.26321056,-0.61940664,-0.17037171,0.9947711,-0.34024793,0.83971035,0.36766252,0.46172515,-0.46030217,0.7913675,-0.054588504,0.080474
AS601245,0.8442759,-0.10130028,-0.68244827,-0.8091671,-0.048640683,0.33693752,-0.37466127,2.7249703,-0.08399224,1.3218663,-0.074353285,-0.25355884,-1.1695687,0.56029415,0.21047458,1.2653435,0.7843142,1.864899,1.0516528,0.04953303,-0.25361106,-0.57643205,-0.36767474,1.0222809,-0.5361836,0.8203372,0.4000188,0.41788295,-0.367915,0.7412263,-0.039797235,0.03963256
AS605240,0.7254738,-0.15844621,-0.77323043,-0.8540433,-0.11137511,0.5074888,-0.4167185,2.9471886,-0.09867803,1.4023843,-0.118926935,-0.40012118,-1.3167799,0.54403055,0.15104528,1.4159186,0.8947389,1.9949732,1.2404673,0.12585232,-0.32049918,-0.6954409,-0.48729149,0.99435455,-0.7405158,0.6667772,0.37366766,0.5210283,-0.4804548,0.7028208,-0.12710471,0.008448689
ASLAN002,0.8374428,-0.11713897,-0.70289904,-0.7803296,-0.08004546,0.43330675,-0.31265575,3.07443,-0.10764407,1.4837826,-0.102882,-0.3020166,-1.2045213,0.5488754,0.20788872,1.3843989,0.83734447,1.9951674,1.2302158,0.06648315,-0.27722296,-0.59703,-0.18771005,1.0574721,-0.3734298,0.7844613,0.40715107,0.48863643,-0.41119787,0.7269541,-0.06206914,0.08033303
AST-1306,0.7940233,-0.11816876,-0.74115056,-0.8498572,-0.100595124,0.42306018,-0.40447652,3.034861,-0.09228409,1.5058975,-0.116215646,-0.328148,-1.2518325,0.55294037,0.16716486,1.3915135,0.815679,2.0052705,1.2164775,0.033094596,-0.253351,-0.57290727,-0.29658705,1.0623525,-0.41604647,0.75742596,0.39865744,0.47877988,-0.471559,0.7377136,-0.12667803,0.039977435
AT-7519,0.866,-0.117896296,-0.702899,-0.83142465,-0.082276516,0.42994544,-0.3529797,3.0876021,-0.048088428,1.5273565,-0.10288199,-0.30201662,-1.2045212,0.63801354,0.20893458,1.4147062,0.8308791,2.1251252,1.2414829,0.066483125,-0.27722296,-0.64140767,-0.2807212,1.082895,-0.5524292,0.8967529,0.40924042,0.488436,-0.4301485,0.80156946,-0.06339672,0.05785444
AT13148,0.857343,-0.12472088,-0.718319,-0.86701673,-0.13283381,0.41212183,-0.46521667,3.0016856,-0.07168678,1.621363,-0.14203504,-0.39360303,-1.2246186,0.63231134,0.11844041,1.4340578,0.76609015,2.1873684,1.2138367,-0.023225881,-0.28345725,-0.6359061,-0.22543485,1.0860926,-0.39291087,0.8260648,0.3852611,0.46103078,-0.50668585,0.7995568,-0.21284854,0.04328743
AT7867,0.9023986,-0.12472084,-0.78576136,-0.8717835,-0.13388017,0.41212186,-0.48102129,3.0016856,-0.020629134,1.6213629,-0.14203504,-0.47461504,-1.396037,0.65155345,0.11844035,1.4340578,0.7660901,2.1472743,1.2138367,-0.023225904,-0.40981427,-0.6925978,-0.29177028,1.0860925,-0.57967275,0.9308231,0.385261,0.46103078,-0.5066858,0.8654469,-0.2128486,0.04328741
Avagacestat,0.8561329,-0.12472084,-0.7761969,-0.85997325,-0.08348472,0.5876073,-0.4277614,3.450921,-0.08215318,1.621363,-0.08770348,-0.34702632,-1.2770861,0.6812678,0.31868875,1.440596,0.962836,2.5044382,1.3762807,0.09304204,-0.25768334,-0.628271,-0.38110277,1.0918057,-0.51871556,0.738663,0.44499427,0.53153104,-0.49042383,0.81482154,-0.038704515,0.056173347
AX15836,0.96131885,-0.15628263,-0.71154475,-0.8194624,-0.079554886,0.5579946,-0.33737797,3.5053663,-0.01732231,1.8584515,-0.11121731,-0.3314779,-1.2185998,0.7000425,0.23398301,1.6012397,0.9173287,2.480607,1.4664397,0.06395424,-0.29507717,-0.59703,-0.18771005,1.1614497,-0.3734298,0.99345917,0.41819015,0.5592894,-0.4517224,0.8368965,-0.09752305,0.08033303
Axitinib,0.7759129,-0.14429124,-0.7317085,-0.86052495,-0.100384995,0.34288085,-0.38290033,2.6527586,-0.097347096,1.3426197,-0.12306338,-0.3331364,-1.2480257,0.5278139,0.15188736,1.2538177,0.7192038,1.8733805,1.0345782,0.03220529,-0.27735835,-0.5998307,-0.26333237,0.9828223,-0.40055203,0.71495473,0.38092935,0.39237306,-0.46195313,0.7115095,-0.13833816,0.042498942
AZ191,0.9631815,-0.15712287,-0.74543154,-0.8625882,-0.099705644,0.29330316,-0.36626428,2.3612432,-0.043512456,1.5673622,-0.18019189,-0.41662654,-1.2752953,0.69695365,0.13909984,1.1833849,0.6991924,2.2695687,0.89173794,-0.024406984,-0.29679167,-0.59048027,-0.22593549,0.86721885,-0.434611,0.9942473,0.32894006,0.33915368,-0.4804467,0.8382291,-0.1696874,0.046895593
AZ20,0.959339,-0.15076038,-0.7654874,-0.8353368,-0.0834936,0.550958,-0.32319835,3.416877,-0.047075037,1.8926079,-0.13565873,-0.4085318,-1.2199389,0.7303966,0.20455615,1.5775688,0.8947018,2.5634255,1.4217029,0.019381888,-0.31429175,-0.6444472,-0.25618434,1.1277536,-0.40833357,0.9272884,0.38647136,0.5215449,-0.47481272,0.85819733,-0.12174086,0.04757102
AZ6102,0.91708887,-0.13608468,-0.709103,-0.80896777,-0.082932904,0.33063692,-0.33028498,2.4996889,-0.04602063,1.486125,-0.12604687,-0.3717228,-1.2117335,0.6857613,0.15642023,1.133917,0.7719899,2.2170322,0.95830375,0.04594007,-0.32458457,-0.56249803,-0.23982844,0.87960136,-0.39711684,0.9540259,0.35719594,0.37047276,-0.42919952,0.8217387,-0.11330195,0.0604257
AZ628,0.89091015,-0.117091335,-0.690554,-0.80754215,-0.052901175,0.3484009,-0.36863163,2.4404812,-0.07518434,1.4847643,-0.077180356,-0.26036668,-1.158512,0.6257927,0.20395248,1.12367,0.7141563,2.2008874,0.92035073,0.050115336,-0.25898063,-0.55529004,-0.27503696,0.8620111,-0.382149,0.8585538,0.3308485,0.35008237,-0.389419,0.75931054,-0.06386996,0.040457968
AZ960,0.8668345,-0.07407379,-0.68769056,-0.7863309,-0.03796357,0.35648784,-0.34592608,2.5199924,-0.081448324,1.3593175,-0.0682431,-0.2535012,-1.1680541,0.5758089,0.21880883,1.2045023,0.76341957,1.9575995,0.95697236,0.06190913,-0.28575107,-0.5750948,-0.27725735,0.87741214,-0.37796575,0.8223797,0.33827353,0.38108215,-0.33909458,0.74749446,-0.0092964405,0.05792487
AZD0156,1.0087439,-0.14015728,-0.7335753,-0.81040126,-0.085902266,0.3177938,-0.3573026,2.4403064,-0.03158079,1.6504899,-0.12865677,-0.36459854,-1.2614758,0.67158604,0.18176714,1.1259776,0.7288809,2.349043,0.92071337,0.03408084,-0.31980425,-0.59392905,-0.19350451,0.861732,-0.33733508,0.95852804,0.3300546,0.35539967,-0.43245456,0.78091013,-0.10928441,0.08809988
AZD1152-HQPA,0.9156698,-0.1541337,-0.7367143,-0.8717444,-0.10045948,0.36215854,-0.40569243,2.486022,-0.085921556,1.5292045,-0.12358199,-0.33485982,-1.2428514,0.63683844,0.13714556,1.2024977,0.69016206,2.2669036,0.95706373,0.01543504,-0.25845337,-0.5773502,-0.15574558,0.8760534,-0.3204977,0.9121196,0.32804626,0.35617223,-0.48697212,0.7203577,-0.1721088,0.08815019
AZD1208,0.9331667,-0.15825416,-0.776286,-0.87161624,-0.100151464,0.5074888,-0.4453252,2.9471886,-0.042913593,1.5168122,-0.11892695,-0.40012115,-1.2862389,0.6924074,0.15641437,1.4159186,0.894739,2.239052,1.2404673,0.12585233,-0.317594,-0.6906569,-0.2572404,0.9943545,-0.43976566,0.9686878,0.3736677,0.5210282,-0.48045477,0.82853335,-0.12710468,0.05608154
AZD1332,0.9507641,-0.119605854,-0.73255837,-0.88995695,-0.10207889,0.4289565,-0.40732932,3.0823529,-0.08362065,1.5759343,-0.12585825,-0.37349647,-1.2104789,0.63443744,0.185111,1.4047785,0.8513858,2.2305672,1.2322233,0.033063933,-0.29225495,-0.56587183,-0.2097269,1.0728617,-0.3435918,0.8995875,0.40544754,0.49598682,-0.48737785,0.7264443,-0.13245904,0.075889595
AZD1390,0.92499,-0.13995448,-0.7326373,-0.80862874,-0.081213735,0.340221,-0.33039075,2.4872134,-0.040257286,1.4934169,-0.12805842,-0.36094588,-1.2614758,0.67016906,0.18679568,1.1518816,0.75928867,2.2282617,0.93175286,0.03447654,-0.32294956,-0.5566496,-0.21630418,0.8638009,-0.3487168,0.9669835,0.32977352,0.3689163,-0.43134412,0.8225851,-0.107578956,0.091904044
AZD1480,0.8668345,-0.11960588,-0.737216,-0.8780754,-0.10028899,0.42895654,-0.40254295,3.0823529,-0.08508246,1.4872332,-0.12585826,-0.36449954,-1.1732385,0.57504183,0.185111,1.4047786,0.8513857,1.981875,1.2322233,0.033063907,-0.28871316,-0.58804595,-0.29043713,1.0728616,-0.39474848,0.82237977,0.40544754,0.49598685,-0.48737785,0.74749446,-0.13245901,0.05792486
AZD1775,0.9872572,-0.13620062,-0.7189514,-0.79469556,-0.07861896,0.32014376,-0.3170047,2.456265,-0.043512467,1.6443701,-0.12805574,-0.3534095,-1.2639978,0.70601296,0.20615192,1.2051077,0.7686545,2.4386826,0.93028617,0.04419923,-0.27418572,-0.57835484,-0.22593547,0.86721885,-0.36760154,0.9942474,0.3428985,0.36666957,-0.42254448,0.8382292,-0.091631845,0.04726068
AZD2014,0.88763225,-0.15384291,-0.7391943,-0.82929236,-0.07692869,0.3269579,-0.30297625,2.3572931,-0.04707501,1.456753,-0.1237328,-0.34102228,-1.2199389,0.66280895,0.1954849,1.1457007,0.78307444,2.162271,0.9073409,0.03805283,-0.2774981,-0.5998308,-0.2561843,0.86729026,-0.40055203,0.92232305,0.33089742,0.3418184,-0.46623215,0.8017899,-0.08811694,0.047571052
AZD3514,0.8953551,-0.16913126,-0.78219473,-0.90041536,-0.10327335,0.5890603,-0.35930717,3.287442,-0.025737306,1.4702456,-0.11567148,-0.39639637,-1.2848139,0.6615251,0.23446895,1.3940877,1.045146,2.281239,1.2732008,0.19458468,-0.26753387,-0.6261407,-0.31316093,0.92079604,-0.47072518,0.94719654,0.3763544,0.5351162,-0.50934774,0.81437904,-0.06813207,0.04303247
AZD3759,0.94585156,-0.12348725,-0.7326988,-0.84100515,-0.08092845,0.4485377,-0.34607914,3.1111355,-0.044602443,1.5527977,-0.09136265,-0.31129053,-1.1932877,0.6927733,0.21278393,1.4323863,0.8380817,2.2569373,1.2545298,0.099578425,-0.27696395,-0.6332251,-0.2320059,1.0753046,-0.39602095,0.9812353,0.40338215,0.49626648,-0.45208862,0.82898027,-0.042582974,0.047863882
AZD4205,0.96131885,-0.14658032,-0.73158145,-0.8625883,-0.09742338,0.36622667,-0.36626428,2.3741565,-0.02816878,1.567484,-0.10708208,-0.3216415,-1.157054,0.6992797,0.16810958,1.1853807,0.69919235,2.2810402,0.92220736,0.050106924,-0.25897813,-0.60578984,-0.22593547,0.86599624,-0.37474847,0.99345905,0.32893997,0.33915365,-0.48044676,0.83689654,-0.13003367,0.046995472
AZD4547,0.9170889,-0.15166521,-0.7186993,-0.8445143,-0.09208649,0.3507759,-0.38212332,2.406842,-0.045559146,1.486125,-0.10522215,-0.32103577,-1.2322698,0.68576133,0.16505109,1.1339169,0.68184036,2.2170322,0.9276322,0.05011532,-0.2822588,-0.6452076,-0.23982844,0.84495044,-0.3971169,0.9540259,0.33017236,0.34810778,-0.44039175,0.82173866,-0.096030824,0.060425736
AZD4877,0.9231982,-0.0981121,-0.69651717,-0.7839281,-0.074665226,0.33503023,-0.32304004,2.8364093,-0.07655634,1.4964073,-0.100132875,-0.29494193,-1.1881325,0.6029737,0.22142689,1.2722064,0.843136,2.200951,1.0842506,0.06369709,-0.27429405,-0.54454005,-0.17037173,1.0368792,-0.3101052,0.8934767,0.41173196,0.44094518,-0.4172345,0.7771895,-0.06755303,0.08369484
AZD5363,0.91685605,-0.12472084,-0.7268403,-0.8762411,-0.10707311,0.4121219,-0.41050145,3.0016856,-0.03327051,1.6213628,-0.11399913,-0.33756337,-1.1991397,0.6906093,0.16099325,1.434058,0.7660901,2.3704913,1.2138367,0.04744302,-0.2636802,-0.6512402,-0.2461845,1.0860926,-0.44288576,0.9449918,0.38526097,0.46103075,-0.487658,0.8490063,-0.1333177,0.044990454
AZD5438,0.9713015,-0.15696606,-0.73052573,-0.8574144,-0.100025356,0.5464053,-0.36823133,3.4650466,-0.08029284,1.9119571,-0.1326911,-0.36723262,-1.255643,0.7113365,0.18988088,1.5999491,0.86197144,2.5041754,1.447026,0.014247862,-0.31761003,-0.5566496,-0.21630418,1.1591083,-0.3487168,0.91124004,0.4144187,0.53643835,-0.48082614,0.8444841,-0.17078273,0.081784755
AZD5582,0.87659043,-0.1269912,-0.7107721,-0.85541034,-0.046780553,0.40239942,-0.37030703,2.3801546,-0.037860435,1.4358348,-0.08705869,-0.26550883,-1.1718962,0.6267552,0.23814091,1.0699644,0.737359,2.1646748,0.95872515,0.07805095,-0.25302985,-0.5972804,-0.20356612,0.81435853,-0.3438782,0.8691659,0.2970183,0.33991143,-0.4638479,0.8007877,-0.092103116,0.10402585
AZD5991,0.8509942,-0.1161407,-0.7023785,-0.82373345,-0.08795262,0.40542874,-0.4193559,2.9971125,-0.048190325,1.5630513,-0.11113395,-0.343749,-1.2090812,0.60281134,0.19881535,1.3685131,0.8424579,1.9917204,1.1806767,0.06404165,-0.28147614,-0.57006,-0.32147893,1.0686331,-0.50779074,0.832776,0.3995949,0.469414,-0.45779154,0.77135146,-0.09756434,0.037023015
